CustomerID,Recency,Monetary,Frequency,cluster,silhouette,Segment
CUST1984,40,160,1,3,0.5557241814049771,Occasional Low-Value Customers
CUST1985,32,897,3,1,0.17942366303569318,Loyal Mid-Value Customers
CUST1986,990,456,2,0,0.5430842577608576,Lost / Dormant Low-Value
CUST1987,76,1018,3,1,0.21243105873668103,Loyal Mid-Value Customers
CUST1988,446,856,4,1,0.38161627115158525,Loyal Mid-Value Customers
CUST1989,371,1299,2,3,0.44161748436840587,Occasional Low-Value Customers
CUST1990,246,1456,3,1,0.268177506073637,Loyal Mid-Value Customers
CUST1991,133,4236,2,2,0.18465189080125877,High-Value / VIP Customers
CUST1992,127,4932,4,2,0.257169121607171,High-Value / VIP Customers
CUST1996,465,6424,4,2,0.39864739429644275,High-Value / VIP Customers
CUST1997,13,1873,3,1,0.26343031018584573,Loyal Mid-Value Customers
CUST1998,135,2536,3,1,0.31295383482714384,Loyal Mid-Value Customers
CUST1999,81,1038,2,3,0.44492171637756595,Occasional Low-Value Customers
CUST2000,530,417,2,0,-0.01758938668913955,Lost / Dormant Low-Value
CUST2001,407,240,1,3,0.3361367213786446,Occasional Low-Value Customers
CUST2003,491,1119,4,1,0.37639017442690503,Loyal Mid-Value Customers
CUST2004,55,1609,3,1,0.2690021054492772,Loyal Mid-Value Customers
CUST2005,14,796,1,3,0.5385411500959527,Occasional Low-Value Customers
CUST2006,1046,75,1,0,0.5594999458474453,Lost / Dormant Low-Value
CUST2007,398,798,1,3,0.3651930293372803,Occasional Low-Value Customers
CUST2008,763,796,2,0,0.49628543209805853,Lost / Dormant Low-Value
CUST2009,552,1596,1,0,0.11743019718310148,Lost / Dormant Low-Value
CUST2010,619,3655,2,0,0.12393571941257323,Lost / Dormant Low-Value
CUST2011,63,2793,2,3,0.16788064971136551,Occasional Low-Value Customers
CUST2012,475,567,2,3,0.21411517715995956,Occasional Low-Value Customers
CUST2013,419,649,3,1,0.08948556791705088,Loyal Mid-Value Customers
CUST2014,608,4894,3,2,0.2796507687720197,High-Value / VIP Customers
CUST2016,134,2733,5,1,0.37500302865950685,Loyal Mid-Value Customers
CUST2017,41,1350,4,1,0.4752831052449818,Loyal Mid-Value Customers
CUST2018,103,4716,3,2,0.28676656696041825,High-Value / VIP Customers
CUST2019,305,6693,2,2,0.4379982489618897,High-Value / VIP Customers
CUST2020,220,1979,4,1,0.5321075076814757,Loyal Mid-Value Customers
CUST2021,193,1777,3,1,0.3031760908467119,Loyal Mid-Value Customers
CUST2022,370,160,1,3,0.408525599504455,Occasional Low-Value Customers
CUST2023,151,1269,3,1,0.26040786160295437,Loyal Mid-Value Customers
CUST2024,363,774,2,3,0.4920059426672153,Occasional Low-Value Customers
CUST2025,500,2318,2,3,0.0808497774372958,Occasional Low-Value Customers
CUST2027,678,895,2,0,0.3924241397247577,Lost / Dormant Low-Value
CUST2029,582,1363,2,0,0.16349612676724254,Lost / Dormant Low-Value
CUST2030,892,399,1,0,0.596289890343735,Lost / Dormant Low-Value
CUST2031,140,4121,2,2,0.15097420225714128,High-Value / VIP Customers
CUST2033,139,3522,4,1,0.2142702580474584,Loyal Mid-Value Customers
CUST2034,1077,1995,1,0,0.5088385931375681,Lost / Dormant Low-Value
CUST2035,228,1095,2,3,0.5029306247444063,Occasional Low-Value Customers
CUST2036,586,5240,2,2,0.28912748880014116,High-Value / VIP Customers
CUST2037,350,636,3,1,0.11140902377403583,Loyal Mid-Value Customers
CUST2038,797,825,2,0,0.5203348008654624,Lost / Dormant Low-Value
CUST2039,253,1357,2,3,0.46878494811799765,Occasional Low-Value Customers
CUST2040,442,25,1,3,0.2332981959868982,Occasional Low-Value Customers
CUST2041,1010,398,1,0,0.5848455821651948,Lost / Dormant Low-Value
CUST2043,810,125,1,0,0.5562088594700476,Lost / Dormant Low-Value
CUST2044,895,916,1,0,0.5939450685665348,Lost / Dormant Low-Value
CUST2045,193,2685,6,1,0.2842257288516665,Loyal Mid-Value Customers
CUST2046,310,1197,1,3,0.49845791007268125,Occasional Low-Value Customers
CUST2047,124,1185,3,1,0.24686853082161878,Loyal Mid-Value Customers
CUST2048,751,398,1,0,0.5315043790489237,Lost / Dormant Low-Value
CUST2049,120,4893,3,2,0.3278943942660023,High-Value / VIP Customers
CUST2050,257,2503,6,1,0.29941297752195695,Loyal Mid-Value Customers
CUST2052,644,3996,1,0,0.1602597203714194,Lost / Dormant Low-Value
CUST2053,80,9226,3,2,0.3952404678663889,High-Value / VIP Customers
CUST2054,116,1716,3,1,0.2958424377982614,Loyal Mid-Value Customers
CUST2055,37,6391,4,2,0.3857474893728819,High-Value / VIP Customers
CUST2056,541,600,1,0,0.1058690884309062,Lost / Dormant Low-Value
CUST2057,182,995,1,3,0.6031736755225918,Occasional Low-Value Customers
CUST2058,214,995,1,3,0.5908763791945998,Occasional Low-Value Customers
CUST2059,46,2212,5,1,0.43386296162972077,Loyal Mid-Value Customers
CUST2060,891,199,1,0,0.5867080566333976,Lost / Dormant Low-Value
CUST2061,469,1796,3,1,0.1922048858996295,Loyal Mid-Value Customers
CUST2062,16,3894,2,2,0.04616312634617955,High-Value / VIP Customers
CUST2063,160,458,1,3,0.6126062549289679,Occasional Low-Value Customers
CUST2064,22,538,2,3,0.41966859678668744,Occasional Low-Value Customers
CUST2065,985,687,1,0,0.5931802862328469,Lost / Dormant Low-Value
CUST2066,34,2089,7,1,0.2498626419637925,Loyal Mid-Value Customers
CUST2067,15,5462,5,2,0.20488951272295852,High-Value / VIP Customers
CUST2068,498,396,2,3,0.13378576881204005,Occasional Low-Value Customers
CUST2069,499,1998,1,0,-0.0458991164692963,Lost / Dormant Low-Value
CUST2070,1080,550,1,0,0.5619257214086788,Lost / Dormant Low-Value
CUST2072,195,1214,4,1,0.5030162479531791,Loyal Mid-Value Customers
CUST2073,56,399,1,3,0.5728658020486856,Occasional Low-Value Customers
CUST2074,173,118,1,3,0.591122429358374,Occasional Low-Value Customers
CUST2075,783,916,1,0,0.5529200784377915,Lost / Dormant Low-Value
CUST2076,381,480,1,3,0.4024938830660008,Occasional Low-Value Customers
CUST2077,1070,516,1,0,0.5658196711632288,Lost / Dormant Low-Value
CUST2078,239,220,1,3,0.5701775762316306,Occasional Low-Value Customers
CUST2079,107,1551,5,1,0.491025653467591,Loyal Mid-Value Customers
CUST2080,673,4850,3,2,0.2512064254552531,High-Value / VIP Customers
CUST2081,870,335,2,0,0.5371952393503733,Lost / Dormant Low-Value
CUST2083,929,298,1,0,0.5941866697921973,Lost / Dormant Low-Value
CUST2085,258,125,1,3,0.5489004094458942,Occasional Low-Value Customers
CUST2086,377,1995,1,3,0.3247215430458151,Occasional Low-Value Customers
CUST2087,1088,495,1,0,0.5578843669526244,Lost / Dormant Low-Value
CUST2088,120,2545,2,3,0.22335509432959216,Occasional Low-Value Customers
CUST2089,680,537,2,0,0.39184177424328887,Lost / Dormant Low-Value
CUST2090,896,898,2,0,0.5520005317810278,Lost / Dormant Low-Value
CUST2091,480,1080,2,3,0.19382620768016334,Occasional Low-Value Customers
CUST2092,115,432,3,1,0.1166742896780372,Loyal Mid-Value Customers
CUST2093,280,398,1,3,0.5473868502389141,Occasional Low-Value Customers
CUST2094,454,1095,2,3,0.27386815355204525,Occasional Low-Value Customers
CUST2096,605,1192,2,0,0.23206070716133353,Lost / Dormant Low-Value
CUST2097,54,4545,3,2,0.22669392606010377,High-Value / VIP Customers
CUST2098,72,999,2,3,0.44157559872921975,Occasional Low-Value Customers
CUST2099,125,309,2,3,0.49120941369064297,Occasional Low-Value Customers
CUST2100,230,8329,6,2,0.28725969137515256,High-Value / VIP Customers
CUST2101,600,985,2,0,0.22300724365805796,Lost / Dormant Low-Value
CUST2102,222,1836,2,3,0.38184434371554155,Occasional Low-Value Customers
CUST2103,1,896,2,3,0.3864968385570621,Occasional Low-Value Customers
CUST2104,314,1194,2,3,0.4798841471343726,Occasional Low-Value Customers
CUST2106,153,1479,5,1,0.49380843624145193,Loyal Mid-Value Customers
CUST2107,815,796,1,0,0.5754246969559353,Lost / Dormant Low-Value
CUST2108,150,1596,1,3,0.5541871879587809,Occasional Low-Value Customers
CUST2109,114,5749,4,2,0.3701334934558382,High-Value / VIP Customers
CUST2110,21,550,1,3,0.5487111496428936,Occasional Low-Value Customers
CUST2111,273,1139,3,1,0.22158893591769963,Loyal Mid-Value Customers
CUST2112,94,9286,4,2,0.3820378625572987,High-Value / VIP Customers
CUST2113,13,398,1,3,0.5423394655788542,Occasional Low-Value Customers
CUST2114,328,2940,3,1,0.27636779137911427,Loyal Mid-Value Customers
CUST2116,801,110,1,0,0.5500962538060409,Lost / Dormant Low-Value
CUST2117,778,613,2,0,0.5060625419712238,Lost / Dormant Low-Value
CUST2118,167,2223,5,1,0.4488763689795847,Loyal Mid-Value Customers
CUST2119,326,1490,2,3,0.4334533349096078,Occasional Low-Value Customers
CUST2120,531,339,2,0,-0.014147426466722611,Lost / Dormant Low-Value
CUST2121,780,160,1,0,0.5409976027154858,Lost / Dormant Low-Value
CUST2122,749,457,2,0,0.4766168907059347,Lost / Dormant Low-Value
CUST2123,390,320,1,3,0.37837695786862263,Occasional Low-Value Customers
CUST2124,981,199,1,0,0.5838232080132287,Lost / Dormant Low-Value
CUST2125,237,1128,2,3,0.49985284958969534,Occasional Low-Value Customers
CUST2127,156,447,2,3,0.5110747272514701,Occasional Low-Value Customers
CUST2128,227,891,3,1,0.195452546018955,Loyal Mid-Value Customers
CUST2129,357,1291,3,1,0.20539973843227907,Loyal Mid-Value Customers
CUST2130,132,1523,4,1,0.5176164451410299,Loyal Mid-Value Customers
CUST2131,446,1043,4,1,0.397704911091333,Loyal Mid-Value Customers
CUST2132,75,4769,4,2,0.2053343882647649,High-Value / VIP Customers
CUST2133,65,3348,7,1,0.15129479216473649,Loyal Mid-Value Customers
CUST2134,244,550,1,3,0.5810478525073763,Occasional Low-Value Customers
CUST2136,302,560,2,3,0.5242574267077142,Occasional Low-Value Customers
CUST2137,771,2328,2,0,0.40025692322358486,Lost / Dormant Low-Value
CUST2138,273,1045,2,3,0.5067667729672132,Occasional Low-Value Customers
CUST2139,361,1505,4,1,0.4749890387811946,Loyal Mid-Value Customers
CUST2140,932,99,1,0,0.5821426986702685,Lost / Dormant Low-Value
CUST2141,194,7091,3,2,0.4641581224407817,High-Value / VIP Customers
CUST2143,94,476,2,3,0.4773207145419041,Occasional Low-Value Customers
CUST2145,457,110,1,3,0.1945237399906601,Occasional Low-Value Customers
CUST2146,96,1244,2,3,0.4327728427797427,Occasional Low-Value Customers
CUST2147,385,330,1,3,0.38937177730121875,Occasional Low-Value Customers
CUST2148,272,2343,3,1,0.3019681685139765,Loyal Mid-Value Customers
CUST2149,380,11515,5,2,0.30570402054978385,High-Value / VIP Customers
CUST2150,631,1661,2,0,0.2703376406280282,Lost / Dormant Low-Value
CUST2151,893,1998,1,0,0.5145718958050158,Lost / Dormant Low-Value
CUST2152,60,6707,5,2,0.32061440949977243,High-Value / VIP Customers
CUST2154,841,75,1,0,0.5655712796019647,Lost / Dormant Low-Value
CUST2155,75,1556,4,1,0.5019068660184268,Loyal Mid-Value Customers
CUST2156,186,118,1,3,0.5873546319230747,Occasional Low-Value Customers
CUST2157,579,220,1,0,0.2227152045191398,Lost / Dormant Low-Value
CUST2158,8,6753,3,2,0.41833350891864457,High-Value / VIP Customers
CUST2160,191,1006,3,1,0.22133802709173742,Loyal Mid-Value Customers
CUST2161,969,297,1,0,0.5905539164809561,Lost / Dormant Low-Value
CUST2162,459,1075,4,1,0.39256982064515117,Loyal Mid-Value Customers
CUST2163,270,2562,3,1,0.3015624152948862,Loyal Mid-Value Customers
CUST2164,264,324,2,3,0.5247665183173181,Occasional Low-Value Customers
CUST2165,419,1943,2,3,0.29985492869345887,Occasional Low-Value Customers
CUST2166,740,898,2,0,0.47416481668961735,Lost / Dormant Low-Value
CUST2167,606,198,1,0,0.29231581145460467,Lost / Dormant Low-Value
CUST2168,42,833,4,1,0.431186822659009,Loyal Mid-Value Customers
CUST2169,84,1661,2,3,0.36264908859063155,Occasional Low-Value Customers
CUST2170,527,848,4,1,0.33437190001636014,Loyal Mid-Value Customers
CUST2171,266,550,2,3,0.5309768508390353,Occasional Low-Value Customers
CUST2173,950,229,1,0,0.589623525435295,Lost / Dormant Low-Value
CUST2174,726,240,1,0,0.4992562016047523,Lost / Dormant Low-Value
CUST2176,305,715,2,3,0.5209789117464351,Occasional Low-Value Customers
CUST2177,258,568,3,1,0.12730039913317542,Loyal Mid-Value Customers
CUST2178,1036,1742,2,0,0.5099205178084739,Lost / Dormant Low-Value
CUST2179,337,797,2,3,0.5055608098847795,Occasional Low-Value Customers
CUST2180,74,4968,4,2,0.24825830782080766,High-Value / VIP Customers
CUST2181,525,8268,3,2,0.4135586739527946,High-Value / VIP Customers
CUST2182,841,1272,3,0,0.34753221864040557,Lost / Dormant Low-Value
CUST2183,1006,118,1,0,0.5736673480363902,Lost / Dormant Low-Value
CUST2184,1093,916,1,0,0.5538237286353496,Lost / Dormant Low-Value
CUST2185,615,1394,2,0,0.24940315538835764,Lost / Dormant Low-Value
CUST2186,140,925,3,1,0.2093870406095495,Loyal Mid-Value Customers
CUST2187,254,398,1,3,0.5696480164692451,Occasional Low-Value Customers
CUST2188,338,899,1,3,0.4758144565591549,Occasional Low-Value Customers
CUST2189,253,208,2,3,0.5185368278496957,Occasional Low-Value Customers
CUST2191,18,1968,4,1,0.4829787326205349,Loyal Mid-Value Customers
CUST2192,176,3041,7,1,0.17868271294895635,Loyal Mid-Value Customers
CUST2193,157,4456,5,2,0.03813869978138918,High-Value / VIP Customers
CUST2196,394,618,3,1,0.0933394104463299,Loyal Mid-Value Customers
CUST2197,52,2111,5,1,0.4461435051030301,Loyal Mid-Value Customers
CUST2198,408,1533,3,1,0.2045183882953094,Loyal Mid-Value Customers
CUST2199,152,836,2,3,0.503541094232316,Occasional Low-Value Customers
CUST2200,80,495,2,3,0.4676870903567098,Occasional Low-Value Customers
CUST2201,286,1144,2,3,0.49371957744427086,Occasional Low-Value Customers
CUST2202,499,274,2,3,0.12763980505836747,Occasional Low-Value Customers
CUST2203,202,3676,5,1,0.1687463246655973,Loyal Mid-Value Customers
CUST2204,548,506,2,0,0.052345710250567445,Lost / Dormant Low-Value
CUST2205,74,499,2,3,0.46326177757381326,Occasional Low-Value Customers
CUST2206,174,1078,4,1,0.49030852188467433,Loyal Mid-Value Customers
CUST2207,134,2796,3,1,0.3063965604941201,Loyal Mid-Value Customers
CUST2208,621,1194,2,0,0.27167159606076197,Lost / Dormant Low-Value
CUST2209,207,372,2,3,0.5238753474231663,Occasional Low-Value Customers
CUST2210,95,1249,5,1,0.4762688997706866,Loyal Mid-Value Customers
CUST2211,155,1995,1,3,0.506746317534905,Occasional Low-Value Customers
CUST2212,105,1583,3,1,0.28433949651905194,Loyal Mid-Value Customers
CUST2213,519,3022,2,0,-0.019610488342955916,Lost / Dormant Low-Value
CUST2214,799,923,2,0,0.5204605447091657,Lost / Dormant Low-Value
CUST2215,234,435,2,3,0.529505577872153,Occasional Low-Value Customers
CUST2216,125,387,1,3,0.610325068092224,Occasional Low-Value Customers
CUST2217,574,99,1,0,0.20219575792162806,Lost / Dormant Low-Value
CUST2218,679,75,1,0,0.4249609987350757,Lost / Dormant Low-Value
CUST2219,552,975,2,0,0.070712854026672,Lost / Dormant Low-Value
CUST2220,333,346,2,3,0.509287745324271,Occasional Low-Value Customers
CUST2221,364,397,2,3,0.4769658823992831,Occasional Low-Value Customers
CUST2223,16,1314,2,3,0.3621261903249232,Occasional Low-Value Customers
CUST2224,204,597,1,3,0.6030028017283722,Occasional Low-Value Customers
CUST2225,20,2469,5,1,0.395457851728839,Loyal Mid-Value Customers
CUST2226,340,2183,3,1,0.2749497459420548,Loyal Mid-Value Customers
CUST2230,607,600,1,0,0.3045647564980817,Lost / Dormant Low-Value
CUST2231,566,7070,5,2,0.31670740756421023,High-Value / VIP Customers
CUST2232,260,892,3,1,0.1869415248465819,Loyal Mid-Value Customers
CUST2233,753,339,2,0,0.4741224787372776,Lost / Dormant Low-Value
CUST2234,185,9385,5,2,0.34587438048392183,High-Value / VIP Customers
CUST2235,38,129,1,3,0.5530453454546528,Occasional Low-Value Customers
CUST2236,446,2776,3,1,0.23178977792065392,Loyal Mid-Value Customers
CUST2237,113,990,2,3,0.47129253399502974,Occasional Low-Value Customers
CUST2238,24,1156,2,3,0.3863767829387955,Occasional Low-Value Customers
CUST2240,862,160,1,0,0.5786585768243281,Lost / Dormant Low-Value
CUST2241,217,1393,2,3,0.4611515174174773,Occasional Low-Value Customers
CUST2243,154,4815,2,2,0.3202752887657093,High-Value / VIP Customers
CUST2244,200,125,1,3,0.5828649521545833,Occasional Low-Value Customers
CUST2245,402,516,1,3,0.3571674171417934,Occasional Low-Value Customers
CUST2246,669,375,2,0,0.366122000258146,Lost / Dormant Low-Value
CUST2248,494,1994,2,3,0.11065371460006088,Occasional Low-Value Customers
CUST2249,375,1880,3,1,0.24674788943302964,Loyal Mid-Value Customers
CUST2250,54,1965,3,1,0.28639304530799875,Loyal Mid-Value Customers
CUST2251,118,5174,4,2,0.29954114306198737,High-Value / VIP Customers
CUST2252,1025,1055,3,0,0.41083414251086636,Lost / Dormant Low-Value
CUST2253,532,695,3,1,0.059388968889599325,Loyal Mid-Value Customers
CUST2254,5,198,1,3,0.5320761966970081,Occasional Low-Value Customers
CUST2255,102,693,2,3,0.481099382184424,Occasional Low-Value Customers
CUST2256,392,677,3,1,0.10331475628945155,Loyal Mid-Value Customers
CUST2257,774,1143,2,0,0.4971939276655075,Lost / Dormant Low-Value
CUST2258,472,770,2,3,0.22534543845561644,Occasional Low-Value Customers
CUST2259,67,617,3,1,0.1446332395545556,Loyal Mid-Value Customers
CUST2260,601,798,1,0,0.28630983705498475,Lost / Dormant Low-Value
CUST2261,90,4793,3,2,0.29786851983787926,High-Value / VIP Customers
CUST2262,551,1219,2,0,0.06615831462710217,Lost / Dormant Low-Value
CUST2263,851,680,2,0,0.5435233984654876,Lost / Dormant Low-Value
CUST2265,268,698,2,3,0.5291979655449242,Occasional Low-Value Customers
CUST2266,631,1992,2,0,0.2485861629493364,Lost / Dormant Low-Value
CUST2268,366,7188,4,2,0.42958865423988085,High-Value / VIP Customers
CUST2269,36,2331,3,1,0.28631259622463534,Loyal Mid-Value Customers
CUST2270,20,1531,3,1,0.24613383274658476,Loyal Mid-Value Customers
CUST2271,843,495,1,0,0.5880733983290254,Lost / Dormant Low-Value
CUST2272,473,1915,4,1,0.421667848499894,Loyal Mid-Value Customers
CUST2274,473,387,1,3,0.15072843394528407,Occasional Low-Value Customers
CUST2275,482,677,2,3,0.19234363018175746,Occasional Low-Value Customers
CUST2276,159,600,1,3,0.6153549104716513,Occasional Low-Value Customers
CUST2277,511,1995,1,0,-0.01107897527712781,Lost / Dormant Low-Value
CUST2278,789,387,1,0,0.559655542295866,Lost / Dormant Low-Value
CUST2279,29,1668,4,1,0.4840762173066165,Loyal Mid-Value Customers
CUST2280,710,4429,3,2,0.17423677848039298,High-Value / VIP Customers
CUST2281,611,3047,2,0,0.14828276564553675,Lost / Dormant Low-Value
CUST2282,343,943,2,3,0.4934353475430411,Occasional Low-Value Customers
CUST2284,229,5004,3,2,0.3701080226438273,High-Value / VIP Customers
CUST2285,112,1602,5,1,0.4934379046597521,Loyal Mid-Value Customers
CUST2286,179,1058,2,3,0.4963524360025525,Occasional Low-Value Customers
CUST2287,106,4194,2,2,0.1659589445540503,High-Value / VIP Customers
CUST2289,424,2966,4,1,0.3157440551726729,Loyal Mid-Value Customers
CUST2290,837,25,1,0,0.5595558446793518,Lost / Dormant Low-Value
CUST2291,580,600,1,0,0.23201058786740525,Lost / Dormant Low-Value
CUST2292,66,3098,4,1,0.34240255996087493,Loyal Mid-Value Customers
CUST2293,858,75,1,0,0.5709161258864008,Lost / Dormant Low-Value
CUST2294,63,1672,3,1,0.2765450261042669,Loyal Mid-Value Customers
CUST2296,4,5113,3,2,0.31190660966346684,High-Value / VIP Customers
CUST2298,422,449,4,1,0.3517973059027634,Loyal Mid-Value Customers
CUST2299,235,5591,2,2,0.4077986545946039,High-Value / VIP Customers
CUST2300,435,874,2,3,0.3333321564071385,Occasional Low-Value Customers
CUST2301,559,1941,3,1,0.13303612272011064,Loyal Mid-Value Customers
CUST2302,376,5453,2,2,0.3950915891807873,High-Value / VIP Customers
CUST2304,737,496,2,0,0.4662775860137475,Lost / Dormant Low-Value
CUST2305,441,4935,2,2,0.3316864790106497,High-Value / VIP Customers
CUST2306,591,2364,3,1,0.08807575685645545,Loyal Mid-Value Customers
CUST2308,123,1752,3,1,0.29921757247863995,Loyal Mid-Value Customers
CUST2309,457,358,2,3,0.2623264848197009,Occasional Low-Value Customers
CUST2310,126,1815,3,1,0.30286847271939304,Loyal Mid-Value Customers
CUST2311,98,679,3,1,0.16101181063717135,Loyal Mid-Value Customers
CUST2312,30,4091,2,2,0.11355338911456914,High-Value / VIP Customers
CUST2313,352,345,2,3,0.4930955194272235,Occasional Low-Value Customers
CUST2314,183,4753,2,2,0.3158342568651067,High-Value / VIP Customers
CUST2315,532,220,1,0,0.07088265961712172,Lost / Dormant Low-Value
CUST2316,43,7091,3,2,0.4313963229843243,High-Value / VIP Customers
CUST2317,18,1096,2,3,0.3867843740280507,Occasional Low-Value Customers
CUST2318,37,3213,4,1,0.3035296707985877,Loyal Mid-Value Customers
CUST2319,81,2229,4,1,0.5095730884102329,Loyal Mid-Value Customers
CUST2321,99,5937,3,2,0.43086499532050304,High-Value / VIP Customers
CUST2322,567,298,1,0,0.1899807148586988,Lost / Dormant Low-Value
CUST2323,787,59,1,0,0.5370959725951885,Lost / Dormant Low-Value
CUST2324,134,946,3,1,0.21242870317547616,Loyal Mid-Value Customers
CUST2325,877,636,2,0,0.5489712615040433,Lost / Dormant Low-Value
CUST2326,605,1293,2,0,0.22878491420725058,Lost / Dormant Low-Value
CUST2327,111,177,1,3,0.5968356969202601,Occasional Low-Value Customers
CUST2328,137,1931,4,1,0.5289296612405282,Loyal Mid-Value Customers
CUST2329,198,1260,3,1,0.2570603627617712,Loyal Mid-Value Customers
CUST2330,2,1055,3,1,0.18795177960465975,Loyal Mid-Value Customers
CUST2331,955,916,1,0,0.5931974948910081,Lost / Dormant Low-Value
CUST2332,284,2423,4,1,0.49909633264332914,Loyal Mid-Value Customers
CUST2333,596,298,1,0,0.27206770688487775,Lost / Dormant Low-Value
CUST2334,371,4145,2,2,0.17103584518496323,High-Value / VIP Customers
CUST2335,486,645,1,3,0.10632715199184618,Occasional Low-Value Customers
CUST2336,726,435,2,0,0.4514159725423187,Lost / Dormant Low-Value
CUST2337,760,596,1,0,0.5424996054004361,Lost / Dormant Low-Value
CUST2338,940,160,1,0,0.5862020596509302,Lost / Dormant Low-Value
CUST2339,588,1998,1,0,0.1913758258271813,Lost / Dormant Low-Value
CUST2340,532,638,3,1,0.053043578839797455,Loyal Mid-Value Customers
CUST2341,550,6088,5,2,0.2714500315202039,High-Value / VIP Customers
CUST2342,177,509,2,3,0.5200887889526429,Occasional Low-Value Customers
CUST2343,1005,297,1,0,0.5830673943822776,Lost / Dormant Low-Value
CUST2344,144,647,2,3,0.506691313139235,Occasional Low-Value Customers
CUST2345,368,1194,2,3,0.4561108286039919,Occasional Low-Value Customers
CUST2348,233,5965,4,2,0.4055698020316751,High-Value / VIP Customers
CUST2351,26,4788,3,2,0.2678676438966955,High-Value / VIP Customers
CUST2352,35,8232,6,2,0.2719541958810931,High-Value / VIP Customers
CUST2353,298,1035,3,1,0.1969911014107344,Loyal Mid-Value Customers
CUST2354,327,2961,5,1,0.31012194857401376,Loyal Mid-Value Customers
CUST2355,707,3596,1,0,0.246384200015771,Lost / Dormant Low-Value
CUST2356,447,1278,3,1,0.15960934889924144,Loyal Mid-Value Customers
CUST2357,489,1075,3,1,0.11803064085303647,Loyal Mid-Value Customers
CUST2358,89,3277,4,1,0.29419014045009567,Loyal Mid-Value Customers
CUST2359,703,149,1,0,0.4652480368783642,Lost / Dormant Low-Value
CUST2360,921,916,1,0,0.5951608215488081,Lost / Dormant Low-Value
CUST2361,1047,1798,1,0,0.528237964761665,Lost / Dormant Low-Value
CUST2362,138,496,2,3,0.5037848539830255,Occasional Low-Value Customers
CUST2363,740,1296,3,0,0.2574679243750631,Lost / Dormant Low-Value
CUST2364,554,3090,3,1,0.15957749777020322,Loyal Mid-Value Customers
CUST2365,321,1553,3,1,0.24938354632073403,Loyal Mid-Value Customers
CUST2366,340,1512,4,1,0.48544022148534627,Loyal Mid-Value Customers
CUST2367,250,1051,3,1,0.21587377689269452,Loyal Mid-Value Customers
CUST2368,183,2795,3,1,0.3090033760017622,Loyal Mid-Value Customers
CUST2369,979,796,1,0,0.5927620407097614,Lost / Dormant Low-Value
CUST2370,365,560,2,3,0.48421934294369856,Occasional Low-Value Customers
CUST2371,33,679,2,3,0.4268411285336147,Occasional Low-Value Customers
CUST2372,165,1792,5,1,0.48991257309250674,Loyal Mid-Value Customers
CUST2373,1042,59,1,0,0.5598056410857882,Lost / Dormant Low-Value
CUST2375,336,2414,3,1,0.2797839384834269,Loyal Mid-Value Customers
CUST2376,215,704,3,1,0.16347116475865522,Loyal Mid-Value Customers
CUST2378,568,1048,3,1,0.04108456484108577,Loyal Mid-Value Customers
CUST2379,75,1190,4,1,0.47871844108033684,Loyal Mid-Value Customers
CUST2380,185,4715,2,2,0.3090563383591814,High-Value / VIP Customers
CUST2381,451,550,1,3,0.22483260690484286,Occasional Low-Value Customers
CUST2382,222,1077,3,1,0.2270359956341596,Loyal Mid-Value Customers
CUST2383,533,1676,3,1,0.15176116157082054,Loyal Mid-Value Customers
CUST2384,444,59,1,3,0.2297944839561739,Occasional Low-Value Customers
CUST2385,62,3875,4,2,-0.09000220332825849,High-Value / VIP Customers
CUST2386,240,4595,2,2,0.29036336430159465,High-Value / VIP Customers
CUST2387,38,1235,3,1,0.22662431422801121,Loyal Mid-Value Customers
CUST2389,627,833,2,0,0.2924593233806263,Lost / Dormant Low-Value
CUST2390,233,298,1,3,0.5789072023368054,Occasional Low-Value Customers
CUST2391,561,4495,2,2,0.19092048858241034,High-Value / VIP Customers
CUST2392,473,236,1,3,0.1476581161651549,Occasional Low-Value Customers
CUST2393,508,6547,4,2,0.3910631836849529,High-Value / VIP Customers
CUST2394,240,575,2,3,0.531912407922649,Occasional Low-Value Customers
CUST2395,672,899,1,0,0.43035110391333026,Lost / Dormant Low-Value
CUST2396,498,1185,3,1,0.12599840828738318,Loyal Mid-Value Customers
CUST2397,298,297,1,3,0.523716794499708,Occasional Low-Value Customers
CUST2398,82,891,2,3,0.457496793654669,Occasional Low-Value Customers
CUST2399,601,2070,2,0,0.18158986461203877,Lost / Dormant Low-Value
CUST2400,119,883,3,1,0.20009977115300992,Loyal Mid-Value Customers
CUST2401,173,716,2,3,0.51727759036894,Occasional Low-Value Customers
CUST2402,425,236,1,3,0.291170900723674,Occasional Low-Value Customers
CUST2403,189,1043,2,3,0.5009112916232694,Occasional Low-Value Customers
CUST2404,117,1055,3,1,0.2274361393036362,Loyal Mid-Value Customers
CUST2406,34,1133,3,1,0.21264212929739357,Loyal Mid-Value Customers
CUST2407,816,901,3,0,0.3465426544226665,Lost / Dormant Low-Value
CUST2409,840,2422,3,0,0.2656204099185307,Lost / Dormant Low-Value
CUST2410,457,915,3,1,0.112160061250101,Loyal Mid-Value Customers
CUST2411,717,2697,1,0,0.3341591534630177,Lost / Dormant Low-Value
CUST2412,86,1482,3,1,0.2706618405074637,Loyal Mid-Value Customers
CUST2413,111,1413,5,1,0.486507849897171,Loyal Mid-Value Customers
CUST2414,913,796,1,0,0.5985750001325761,Lost / Dormant Low-Value
